customer_tweet_id,customer_text,reply_text,human_intent
2120240,One more thing. There isn’t an option to show battery percentage. @115858  please fix the above issues.,@624769 Congratulations on your iPhone X! We would love to have you meet us in DM so we can address each concern today. Click below. https://t.co/GDrqU22YpT,battery_power_issue
359538,Pq eu n to conseguindo reinstalar apps da App Store???? @AppleSupport #AppStore,"@201146 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",app_store_purchase
2067835,@AppleSupport ios 11 on iphone 6 is very slow. please fix it,"@611503 We want your iPhone to work seamlessly with iOS 11. Which apps are running slowly? DM us, and we'll find a solution together. https://t.co/GDrqU22YpT",ios_software_issue
2686076,@AppleSupport bug report Apple Music not showing on lock screen. 11.0.3 6S+. Tried multiple outputs and hard reset. https://t.co/i7zO8EShFM,"@632400 Let's create a backup and update to 11.1. Once fully updated, let us know if the issue persist: https://t.co/80YRnjDFDk",app_service_issue
2964189,@AppleSupport Several times,@398842 Did this issue happen on this current iOS or did you notice it before you updated?,general_inquiry
1869726,@115858 how to stop this fuckin Bluetooth from comin on,"@558439 Are you using Control Center? This has changed in iOS 11. Check this article, and DM if you need more help:

https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT",connectivity_issue
2013397,IS ANYONE GONNA TALK ABOUT WHY “I️” KEEPS POPPING UP IN THE KEYBOARD. @115858 FIX THIS ITS DRIVING ME CRAZY,@595347 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,ios_software_issue
2683022,"@AppleSupport It is IOS 11 and an iPhone 8, it seems to just be happening with 1 person",@754695 Though you're not receiving notifications are you receiving new messages from the individual?,app_service_issue
2261495,@115858 @AppleSupport the new update kills my phones battery y’all suck,"@366420 Let's look into this for you. How long does a full charge usually last on your device? How often do you end up charging your iPhone in a single day? Also, can you verify the exact iOS version you are currently running by going to Settings &gt; General &gt; About?",battery_power_issue
1857613,@115858 @AppleSupport @116333 iOS 11.0.3 made my battery life worse. A percent every minute.,@217532 We can help with battery life. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,battery_power_issue
2449476,@115858 y’all got me messed up fr. I AINT PAY MY HARD EARNED MONEY FOR MY PHONE TO BE CRASHING 🙄,@702048 Let's look into this for you. What kind of issues are you experiencing with your iPhone? Let us know in DM. https://t.co/GDrqU22YpT,ios_software_issue
2309043,@AppleSupport i️ don’t have wifi.,"@669739 Thank you. You can also back-up, and update your device with a computer that has iTunes installed.",connectivity_issue
1889164,"@AppleSupport ios 11.0.3 is performing very bad, slow down the devices, malfunction the apps like whatsapp, google maps, youtube, outlook","@563378 We'd love look into this with you. Please DM your model device, iOS version, and country so we can find your options and help. https://t.co/GDrqU22YpT",ios_software_issue
1921884,"@AppleSupport my ipad camera has had a black screen for a while, where are some places I could have it checked/fixed if anything wrong?",@572134 Thanks for reaching out to us for support. We’d love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,device_hardware_issue
2005184,@AppleSupport what the hell?why would I recieve a notification like this on my iPhone saying that they are conducting tests to win ? #alert https://t.co/KD8NZ0FuC4,@592968 This looks like a popup ad based on the app you're using. Have you restarted your device? Let us know in DM. https://t.co/GDrqU22YpT,general_inquiry
1450111,This glitch with the iOS 11.1 update is driving me crazy why is it changing “I️” to I️ @AppleSupport,@456493 Thanks for reaching out. We understand this can be frustrating. DM us and we'll go from there. https://t.co/GDrqU22YpT,ios_software_issue
978674,@AppleSupport @115858 wth is going on with this I️ thing??? Switching to android if y’all don’t fix this soon. We look like idiots out here.,"@352108 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 

DM us if you still need help. https://t.co/GDrqU22YpT",ios_software_issue
2047528,@AppleSupport And I'm currently on 10.3.3,@442656 Okay. There's a software update available for your device. We suggest starting by following these steps: https://t.co/soeXTHF3Pa,ios_software_issue
1745503,"I️ will not fix my phone, @115858 you fix my damn phone. https://t.co/aRIl3VOsNi",@502675 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
1738668,My hotspot has not worked since I updated my ipad and iphone to iOS 11 @AppleSupport @ATT @117735,@524782 What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About.,connectivity_issue
105438,@AppleSupport how do i make a service complaint?? Disappointed in my service for my⌚️ repair 😡,@139292 We can assist you. Please DM us via the following link for any details you can provide and we'll help you from there. https://t.co/GDrqU22YpT,general_inquiry
1265770,The new @115858 iOS update is fucking garbage .. why https://t.co/Ga0NQI5UEI,@416392 This isn't the experience we expect. We'd be happy to see how we can help. Which iPhone and iOS version do you have?,ios_software_issue
