customer_tweet_id,customer_id,customer_created_at,customer_text,reply_tweet_id,reply_created_at,reply_text,cluster
1976446,288337,Wed Nov 01 17:53:57 +0000 2017,Why can’t the letter “eye” be typed ?,1976445,Wed Nov 01 18:19:31 +0000 2017,@288337 We'd love to look into this with you! Which device and version of iOS are you using? Please DM us to proceed. https://t.co/GDrqU22YpT,0
148297,149742,Fri Nov 24 09:06:09 +0000 2017,I'm here trying to ft Jordan but it keeps reconnecting😭 fix it,148296,Fri Nov 24 14:28:28 +0000 2017,@149742 Sounds like you're experiencing some unexpected connection behavior when attempting to FaceTime. Is that right? Which device are you using? Let us know in a DM. https://t.co/GDrqU22YpT,0
1188122,399402,Wed Oct 25 00:10:05 +0000 2017,So glad my phone works!!! And all of my texts have been deleted??,1188121,Wed Oct 25 00:19:31 +0000 2017,"@399402 Let's take a look at this together!  To begin, can you DM us what iOS version you're currently on? https://t.co/GDrqU22YpT",0
2015644,596034,Sun Nov 05 17:41:53 +0000 2017,please fix this shit I️,2015643,Sun Nov 05 19:38:00 +0000 2017,@596034 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0
1571699,484571,Sat Nov 04 12:20:41 +0000 2017,why does your update carry a question mark with every letter?👀,1571698,Sat Nov 04 17:38:27 +0000 2017,@484571 Thanks for reaching out! We'd love to help with this. Try these steps and let us know how it goes: https://t.co/xU1AGHStV6,0
2253554,656476,Fri Nov 10 16:34:30 +0000 2017,bought an iphone8 today.. and after 6 hours its not working😭 any clue what might have happened???,2253553,Fri Nov 10 19:26:00 +0000 2017,"@656476 We can help with that. In order to determine what's going on, go ahead and let us know what you specifically mean by its ""not working"". 

Also, which exact iOS version do you have installed? You can check this under Settings &gt; General &gt; About.",0
2131203,627232,Wed Nov 08 19:27:58 +0000 2017,Can you please change the autocorrect of I️?? Why is “A?” coming up? End the madness! #iphoneproblems #autocorrectfail,2131201,Wed Nov 08 19:56:20 +0000 2017,@627232 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1597297,207505,Sat Nov 04 22:46:00 +0000 2017,"When i try to input manually a wifi/proxy and i click save, it always says “deactivated”..",1597299,Sun Nov 05 02:35:00 +0000 2017,@207505 Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,0
2205969,644989,Thu Nov 09 05:26:38 +0000 2017,There’s been so many glitches on my phone since the fucking update . needs to fix their shit and soon 😒,2205968,Thu Nov 09 14:46:00 +0000 2017,@644989 We'd like to help get things resolved on your iPhone. What type of issues are you running into? Which iOS version is in Settings &gt; General &gt; About?,0
399926,210560,Mon Oct 09 19:17:35 +0000 2017,I ask for the app not for the service is available or no,399928,Mon Oct 09 20:09:33 +0000 2017,"@210560 Each region has its own App Store, if your region does not allow FaceTime, you may not see it in your region's App Store.",0
2519499,717675,Thu Nov 16 00:50:26 +0000 2017,"How can I delete this space Occupied by ""System""? They are more than 10GB .... Thanks!",2519501,Thu Nov 16 01:29:00 +0000 2017,"@717675 We'll be happy to look into this storage concern with you. To verify, what device and OS are you having this issue on?",0
61304,130035,Sun Nov 26 01:33:31 +0000 2017,"And as soon as I say that, it happened again",61305,Sun Nov 26 01:42:00 +0000 2017,@130035 Can you tell us in what app this is occurring?,0
178660,173114,Wed Oct 04 17:25:11 +0000 2017,In the new update there’s a bug that don’t charge the phone,240445,Wed Oct 04 17:50:00 +0000 2017,@173114 Let's help take a closer look. DM us what's going on and we can go from there. https://t.co/GDrqU22YpT,0
1477609,463093,Thu Nov 02 21:02:21 +0000 2017,why is this happening??,1477608,Thu Nov 02 23:04:00 +0000 2017,@463093 Hi. Let's look into this together. DM us which device you have and the version OS you're running. https://t.co/GDrqU22YpT,0
2497927,712783,Mon Oct 30 03:18:56 +0000 2017,the lock screen and notification center show noththing. fix this shit. #dontdownloadios11,2497926,Mon Oct 30 03:23:40 +0000 2017,@712783 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,0
149993,150194,Fri Nov 24 15:40:08 +0000 2017,Hi guys i am running on version 4.0 watch os and iphone os - 11.1.2 so the most current on both,149995,Fri Nov 24 16:25:01 +0000 2017,@150194 Let's calibrate your watch for better accuracy.  Here's how:  https://t.co/rhTgi5kLq8,0
987834,354055,Sun Oct 22 03:19:56 +0000 2017,Yes! I have the 6s+ and since I’ve done the update mines got slower and the battery sucks now... it’s always on the charger,987833,Sun Oct 22 12:09:25 +0000 2017,@354055 Send us a DM and let us know what version of iOS you're running. We're happy to help. https://t.co/GDrqU22YpT,0
1500763,468426,Fri Nov 03 07:47:26 +0000 2017,Why am I still seeing question marks when I updated my phone to 11.1?,1500762,Fri Nov 03 15:26:30 +0000 2017,@468426 We want to look into what’s going on. DM us your device and we’ll continue there: https://t.co/GDrqU22YpT,0
2429183,697408,Wed Nov 15 20:29:54 +0000 2017,"Delyed while typing texts, takes a while to catch up, my apps won’t open majority of the time flicks on then shuts off straight away and when apps do work they freeze so need to restart my phone. Annoying.",2505120,Wed Nov 15 21:17:31 +0000 2017,"@697408 Got it, thank you very much. Are you currently running iOS 11.1.1? You can view this under Settings &gt; General &gt; About.",0
2595523,734928,Fri Nov 17 11:56:40 +0000 2017,Hey I fixed it thanks though I just had to restart my phone,2595525,Fri Nov 17 15:34:03 +0000 2017,"@734928 Perfect! If you ever need us in the future, feel free to reach out. We're here to help.",0
2743049,768334,Mon Nov 20 18:58:03 +0000 2017,"You can help me, my battery is draining so fast since last update! Today’s morning my iPhone 7’s battery went from 100% to 47% in less than 3 hours 😑",2743051,Mon Nov 20 19:02:00 +0000 2017,@768334 That is never what we want to hear. Let’s work together to get everything back to normal. Reach out to us in DM and we will help. https://t.co/GDrqU22YpT,0
1371892,349839,Fri Oct 27 23:57:17 +0000 2017,Thank you for the article. Perfect.,1371894,Sat Oct 28 00:59:31 +0000 2017,@349839 Glad we could help! Reach out any time we can be of assistance in the future.,0
354585,200280,Thu Oct 12 01:08:42 +0000 2017,tf wrong with IPhone 6s batteries?!?! Why this shit keep dying all the time,354584,Thu Oct 12 01:17:00 +0000 2017,@200280 We'd love to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,0
1513431,471183,Fri Nov 03 12:50:04 +0000 2017,. forget the iPhone X. Fix the iPhone I️. Please and thank you.,1513430,Fri Nov 03 18:01:00 +0000 2017,@471183 Thanks for reaching out. Send over a DM with your iOS version and iPhone model.  We'll go from there. https://t.co/GDrqU22YpT,0
1484037,464618,Fri Nov 03 02:18:54 +0000 2017,need help 😂 shit outta control,1484036,Fri Nov 03 03:09:28 +0000 2017,@464618 We're here to help. DM us and explain what issue you're having. We can work on it together. https://t.co/GDrqU22YpT,0
2773303,775128,Tue Nov 21 07:37:48 +0000 2017,where’s my dock thingy gone? And why won’t it come back?,2773301,Tue Nov 21 14:00:11 +0000 2017,@775128 Thanks for bringing this to our attention. Let us know if this helps: https://t.co/OWRDHWSt4h,0
188360,160198,Wed Oct 04 15:17:20 +0000 2017,could you guys look into wifi automatically switching on and off ever since the update? K thanx byee,188359,Wed Oct 04 16:06:42 +0000 2017,@160198 How often does the issue occur?,0
868194,326139,Fri Oct 13 14:31:55 +0000 2017,this newest update still hasn’t fixed the issue that MY PHONE DOESNT RING.,868192,Fri Oct 13 15:25:33 +0000 2017,@326139 We’d like to assist you. Which iPhone are you using? Are you able to hear notification sounds for messages or any other apps?,0
1059334,370112,Sat Oct 14 21:32:00 +0000 2017,Are you experiencing high complaints on the new IOS draining the battery rather quick? Cause I’m having this issue. 6s owner.,1059332,Sat Oct 14 21:35:00 +0000 2017,@370112 We can help look into this with you. Does this seem to happen only when you're using certain apps?,0
2892036,249531,Tue Nov 28 13:31:54 +0000 2017,left bud completely stopped working for no reason what in God’s name is going on,2892035,Tue Nov 28 15:07:16 +0000 2017,@249531 Is this with the EarPods that came with an iPhone or other iOS device? We'd love to help look into service options. What country are you in? Let us know in DM. https://t.co/GDrqU22YpT,0
2032315,600964,Tue Nov 07 15:32:14 +0000 2017,"Iphone running incredibly poorly since last iOS update, completely ready to switch whenever this garbage expires.",2032314,Tue Nov 07 15:40:29 +0000 2017,@600964 We'd like to take a closer look at your issues since updating. DM us what version you're using and we'll get started. https://t.co/GDrqU22YpT,0
2691772,756672,Sun Nov 19 16:59:14 +0000 2017,"No, nothing comes up. I click on then the photos app, it then closes within 1 second back to the home screen. Purchased the phone yesterday and done the update today.",2691774,Sun Nov 19 17:41:00 +0000 2017,"@756672 We appreciate you sharing those details with us! For the best assistance with your Photos app, please reach out to our expert Advisors here: https://t.co/IBIY3vMgPj",0
646838,273633,Wed Nov 22 18:47:28 +0000 2017,"IPhone 6, been worse since recent iOS updates and also started using Apple Watch. Battery now drained in 6 hours.",646840,Wed Nov 22 18:59:00 +0000 2017,@273633 We'll take a closer look. Let's meet up in DM to gather details and to protect your privacy. https://t.co/GDrqU22YpT,0
2403759,691468,Tue Nov 14 07:45:28 +0000 2017,What is the best thing to do if an iPhone is missing and it's offline on find my iPhone????,2403758,Tue Nov 14 14:20:18 +0000 2017,@691468 We're sorry to hear this. We recommend that you select “Notify me when found” to get an email when it comes online. Learn more here: https://t.co/WgUadqPuWS,0
1363196,437412,Sat Oct 28 20:18:52 +0000 2017,Using 11.0.3 on a 5se,1363199,Sat Oct 28 20:39:38 +0000 2017,@437412 We'd like to look into this further with you. Could you please send us a DM so we can continue? https://t.co/GDrqU22YpT,0
2296289,666703,Sun Nov 12 23:03:58 +0000 2017,Yes yes iPhone 5s and it has the most recent update.,2296291,Sun Nov 12 23:41:29 +0000 2017,"@666703 Alright, let's dig into this in greater detail. Reach out to us via DM and we'll go from there. https://t.co/GDrqU22YpT",0
2441890,700275,Tue Nov 14 22:58:00 +0000 2017,- The latest update to macOS highSierra 10.13.1 causes multiple external displays to stop working. Using a mid-2015 MBP 15. Any fixes?,2441889,Tue Nov 14 23:17:56 +0000 2017,"@700275 We're happy to look into this with you. To get started, send us a DM with how the external monitors are connected to your MacBook Pro, and we'll continue from there. https://t.co/GDrqU22YpT",0
394549,209476,Mon Oct 09 16:24:30 +0000 2017,No more updates for the iPad? Mine is still at 9.3.5 #apple #ipad,394548,Mon Oct 09 17:57:54 +0000 2017,"@209476 Hello! Updates depend on the model you have. If you aren't able to update to iOS 10, you wouldn't be able to update past 9.3.5.",0
1269042,417147,Thu Oct 26 15:18:52 +0000 2017,iPhone 8 and yes done above,1269044,Thu Oct 26 16:08:00 +0000 2017,@417147 We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,0
1828960,548875,Tue Oct 17 07:01:53 +0000 2017,"Is anyone else’s alarm so fricking quiet since updating their iPhone? I’m bloody late now, ta v much 💀",1828959,Tue Oct 17 14:40:32 +0000 2017,"@548875 Hey there, we'd be happy to see what we can do to help. DM us your current iOS version and we'll go from there. https://t.co/GDrqU22YpT",0
1220012,406231,Wed Oct 25 14:38:37 +0000 2017,what a buggy iOS 11.0.3 apple.my iphone doesn’t even charge properly. Missing those flawless releases,1220010,Wed Oct 25 15:12:27 +0000 2017,"@406231 Being able to charge your iPhone is essential; we'll do all we can to help. To start, what happens when you try to charge?",0
1642658,502108,Sun Nov 05 22:11:21 +0000 2017,how can i check the strength of my battery ?,1642657,Mon Nov 06 00:31:20 +0000 2017,@502108 We'd be happy to look into your battery life with you. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,0
1340790,432726,Fri Oct 27 15:50:09 +0000 2017,I know that but can I backup from my device to insure that if I make an update to not lose my stuff on my lphone Thanks,1340792,Fri Oct 27 18:18:30 +0000 2017,@432726 You sure can. Once you know you have enough space in iCloud you can back up directly to iCloud: https://t.co/4f8hwT5to6,0
2287417,664593,Sun Nov 12 01:24:25 +0000 2017,"Getting a message saying ""an error occurred"" when trying to update my iOS. It doesn't say what the error is, so I don't know how to fix it. Have tried plugging the phone into my MacBook and updating thru iTunes, but that isn't working either. Please help.",2287416,Sun Nov 12 02:19:29 +0000 2017,@664593 We’d be happy to help. Which type of iPhone are you using? In iTunes are you seeing a specific error as well? Please let us know in DM to begin. https://t.co/GDrqU22YpT,0
193566,161509,Wed Oct 04 15:23:01 +0000 2017,worst update ever! My phone has never been slower. Further update due?,193565,Wed Oct 04 16:09:35 +0000 2017,@161509 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,0
584679,257974,Sun Dec 03 08:13:54 +0000 2017,"So frustrating to hear that. I’ve scoured the web looking for answers, with no luck. I wonder if has any insight? I’m on an iPhone X. #AppleWallet",584677,Sun Dec 03 14:40:24 +0000 2017,"@257974 We're happy to look into this with you. While it's been mentioned that location services is enabled, have you also enabled ""Suggest on Lock Screen"" for your boarding pass?",0
2533287,720897,Mon Oct 30 04:19:55 +0000 2017,"mi iPhone entró en un bucle infinito en el que se me borran las fotos, se restauran y se vuelven a borrar",2533285,Mon Oct 30 12:31:00 +0000 2017,@720897 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0
246545,174561,Thu Oct 05 14:01:07 +0000 2017,i’m using spotify,246543,Thu Oct 05 15:31:01 +0000 2017,@174561 Do you experience the issue with the Apple Music app as well?,0
619417,266988,Wed Nov 22 11:37:21 +0000 2017,"since update 11.1.1 (15B150) is the power consumption higher then before 😩 didn‘t change the usage, until this update the iPhone7 works 1 1/2 day without recharge and now it didn‘t last until night",619415,Wed Nov 22 14:50:26 +0000 2017,@266988 We can help. Battery life is very important and let's make sure we're getting the most out of yours. Let us know if this helps: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,0
2377172,685614,Tue Nov 14 02:51:13 +0000 2017,I literally never want a Live Photo idk why ios11 continuously turns it back on. GET OFF MY LAWN,2377170,Tue Nov 14 03:16:26 +0000 2017,"@685614 Try this: Tap Settings &gt; Camera &gt; Preserve Settings, then enable the option for Live Photo. This will ensure your last Camera setting is used, instead of reverting the Live Photo option to being on. Let us know if that helps!",0
589558,259393,Sun Dec 03 14:45:29 +0000 2017,"Hi, whenever I try to download apps I keep getting Verification required and whenever type in my phone number it tells me there is an incorrect letter in it, I have checked over it many times and there seems to be no incorrect usage. Donal",589556,Sun Dec 03 16:16:56 +0000 2017,@259393 We want your apps to be able to be downloaded with no issues. Which device and software version are you using for this?,0
1456521,458058,Mon Oct 16 20:22:17 +0000 2017,Am I able to use my Time Capsule just as a networked drive while I'm on another network?,1456520,Mon Oct 16 20:28:37 +0000 2017,"@458058 That's a great question. For help, we'd recommend connecting with our support for Time Capsule: https://t.co/IBIY3vMgPj",0
2263548,658952,Mon Nov 20 23:33:34 +0000 2017,Thank you for the reply and concern it is appreciated. I’m currently running IOS 11.1.,2263547,Mon Nov 20 23:40:33 +0000 2017,"@658952 You're welcome. We've released iOS 11.1.2 recently. Let's back up, update, and check if you continue to see the same behavior. We can dig further into this then if it does. Here's a guide if you need it for that process: https://t.co/80YRnjDFDk",0
1918914,571449,Thu Oct 26 11:03:57 +0000 2017,"please fix this crappy #iPhoneUpdate #stinks my phone freezes, text messages disappear &amp; no Siri voice of color #disappointing",1918912,Thu Oct 26 14:03:27 +0000 2017,@571449 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,0
55086,128488,Wed Nov 01 20:41:21 +0000 2017,"I shut my phone off for 15 minutes and when I turned it back on, it worked. Ty",55087,Wed Nov 01 21:23:57 +0000 2017,@128488 You're welcome. We're glad to hear all is well! Please feel free to reach out if we can be of any further assistance.,0
1335740,431583,Mon Oct 16 13:17:30 +0000 2017,iOS 11.0.3,1335741,Mon Oct 16 14:24:43 +0000 2017,@431583 Great! This article explains how to maximize the battery life: https://t.co/bivpdfBNJ6 DM us if the steps don’t help. https://t.co/GDrqU22YpT,0
9304,117655,Tue Oct 31 23:49:57 +0000 2017,why are my I ‘s changing into I️ ?!!!!!,9303,Wed Nov 01 00:00:31 +0000 2017,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,0
2281837,663265,Sat Nov 11 18:18:30 +0000 2017,/ can you help me if i’m looking for an application for an Ipad to use to check guests into an event?,2281835,Sat Nov 11 20:58:32 +0000 2017,"@663265 Hey there! This is a great question, thanks for reaching out about it! We're not able to recommend an app for this, so you may want to do a search on your App Store and find reviews for such apps that can help you make the decision on which one to get.",0
1039191,365860,Mon Oct 23 02:55:33 +0000 2017,"Received an email saying my AppleID was locked. Seems fine. Looks like a scam? I changed my password, didn’t click on the link",1039190,Mon Oct 23 03:02:00 +0000 2017,@365860 You've come to the right place. Let's take a look together in DM. https://t.co/GDrqU22YpT,0
464731,225531,Fri Dec 01 03:46:15 +0000 2017,I do but it hasn’t made an impact and it doesn’t reset every time. Most notably after an overnight charge but not consistently,464730,Fri Dec 01 03:53:28 +0000 2017,@225531 Got it. Does restarting the device seem to show the settings as being saved when you noticed the issue occurring? DM the answer below. https://t.co/GDrqU22YpT,0
2547252,692120,Thu Nov 16 07:04:03 +0000 2017,"Anyone else's iphone switching off ith 4(now 50-70%) charge in it? Please help@@ apparently the only solution provided was ""update the software? #iOS11 help!!!!!!!",2547251,Thu Nov 16 14:18:29 +0000 2017,@692120 We want to do all we can to help get to the bottom of this. Send us a DM and we'll continue with you there. https://t.co/GDrqU22YpT,0
1372793,439500,Fri Oct 27 22:43:08 +0000 2017,Anyone else having issues importing iphone photos since the latest update? I have tried everything!,1372792,Sat Oct 28 00:09:00 +0000 2017,@439500 We are here to help. Please send us a DM with more details and we will go from there. https://t.co/GDrqU22YpT,0
1186576,399016,Sun Oct 15 21:59:37 +0000 2017,I was actually able to speak to a specialist about it on the phone. Thank you for your reply,1186578,Sun Oct 15 22:07:30 +0000 2017,@399016 No problem and just reach out in DM if you need our help again. Have a good one! https://t.co/GDrqU22YpT,0
1002023,357195,Sun Oct 22 16:36:20 +0000 2017,this screen freezing in the horizontal is absolutely unacceptable. Please see the MANY complaints on this.,1002021,Sun Oct 22 17:51:00 +0000 2017,@357195 This is certainly not the behavior we want you to experience. Could you tell us which Apple device you're using?,0
2037507,602450,Tue Nov 07 01:31:39 +0000 2017,"iOS 11.1 on iphone 7, make slow charging",2037506,Tue Nov 07 02:18:27 +0000 2017,@602450 We know how important it is to get your phone charged. Let's take a look to see what we can do. DM us to get started. https://t.co/GDrqU22YpT,0
936759,342067,Sat Oct 21 13:05:32 +0000 2017,plus the phone is now slower than a Windows 95 PC. Come on guys..,936758,Sat Oct 21 18:12:35 +0000 2017,@342067 We want to look further into this with you. Tell us more about what's going on with your iPhone in DM. https://t.co/GDrqU22YpT,0
588105,258978,Sun Dec 03 13:39:13 +0000 2017,just got a replacement phone. Roaming is off but it keeps connecting to WiFi. How do I stop this??? I don’t need it connecting or trying to connect to any WiFi I’m near. Thank you,588102,Sun Dec 03 15:51:54 +0000 2017,"@258978 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, is Wi-Fi turned off? You can check by going to Settings &gt; Wi-Fi.",0
2693977,266930,Sun Nov 19 17:50:59 +0000 2017,Tried those steps but still won't turn on,2693979,Sun Nov 19 18:33:00 +0000 2017,@266930 Let's take a deeper look.  Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,0
1552550,592984,Sat Nov 04 00:48:28 +0000 2017,UM SAMESIES.,2005226,Sat Nov 04 04:37:30 +0000 2017,@592984 Thanks for reaching out. Check out this article for tips to resolve this issue: https://t.co/xU1AGHStV6 DM questions. https://t.co/GDrqU22YpT,0
2422594,695806,Tue Nov 14 18:32:41 +0000 2017,"Apple Watch Series 2 and 4.1 - this isn’t the first time it’s happened either, workouts occasionally fail to sync and it’s so annoying",2422596,Tue Nov 14 18:53:00 +0000 2017,"@695806 When you say it fails to sync, do you mean that they're not recording on the Watch itself, the Activity app on your iPhone, or both? https://t.co/GDrqU2kzhr",0
2492364,555513,Wed Nov 15 17:02:46 +0000 2017,is this legit? I don’t want to click on it!,2492363,Wed Nov 15 17:51:11 +0000 2017,@555513 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,0
1566918,483615,Sat Nov 04 07:29:08 +0000 2017,. updated high sierra update and MacBook crashed. It crashed 2nd time since High Sierra has come.,1566917,Sat Nov 04 15:45:32 +0000 2017,@483615 We want to make sure you Mac runs smoothly. How long ago did you update? What does it do when it crashes?,0
719934,292304,Fri Oct 06 09:43:11 +0000 2017,The new update ios 11.0.2 drains the batery on my iPhone 7 plus!!!,719933,Fri Oct 06 14:36:32 +0000 2017,@292304 We can help out. Let's look into your battery concerns together within DM here: https://t.co/GDrqU22YpT,0
1738762,472147,Tue Nov 07 13:59:07 +0000 2017,"Can we all agree that has waited entirely to long to fix this ""i"" glitch? #Apple Like come on... your loyal customers have had enough",1738761,Tue Nov 07 16:42:34 +0000 2017,@472147 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1158027,392415,Tue Oct 24 18:45:19 +0000 2017,Not at all car or not on WiFi or data. Restarted phone. Since yesterday but have had to quite the app when it stalled many x before,1158030,Tue Oct 24 19:19:00 +0000 2017,@392415 Are you experiencing the same behavior when using the Maps app by itself through your iPhone directly?,0
285200,174256,Fri Oct 06 14:26:02 +0000 2017,"Yes its working now, yesterday i moved everything from dropbox to icloud and today it seems like disaster, im glad that was temporary",285202,Fri Oct 06 16:25:42 +0000 2017,@174256 We're glad to hear the issue is resolved. Feel free to reach back out to us with any questions or concerns if need be.,0
2000955,591671,Fri Nov 03 14:59:13 +0000 2017,"I️ literally opened Twitter to tweet about this, and it was the first tweet on my timeline 🙌🏽 #AskTwitter",2000954,Fri Nov 03 20:02:00 +0000 2017,"@591671 Let us know via DM which device you have and which iOS is currently installed on it, then we can advise you on this from there. https://t.co/GDrqU22YpT",0
228515,170475,Wed Nov 15 04:06:45 +0000 2017,I’m still seeing those square boxes even after the update and it’s annoying,228513,Wed Nov 15 13:29:00 +0000 2017,"@170475 Thanks for reaching out. Are you seeing the boxes when you type, or when viewing posts from other people? If you don't have iOS 11.1.1 installed, let's make sure you're up to date with this version: https://t.co/ahjigcvFRG",0
2111313,622751,Wed Nov 08 04:21:51 +0000 2017,I guess I’m having the same error 3014 problem everyone else is having.,2111312,Wed Nov 08 13:56:28 +0000 2017,@622751 Thanks for reaching out. Restart your iPhone and let us know if you are able to complete that update now.,0
909820,336104,Tue Oct 10 13:45:42 +0000 2017,I have been trying to update my Apple Watch for 5 days now and it is just stuck like this ☹️ How can I fix it?,909819,Tue Oct 10 15:34:42 +0000 2017,@336104 We're here for you. Take a look at the 'If you need help updating' section of this article for help: https://t.co/t0U2zPHyHB,0
2298277,667143,Sun Nov 12 05:55:17 +0000 2017,fix your shit and make iOS 11 7 plus friendly.,2298276,Sun Nov 12 14:40:29 +0000 2017,"@667143 We're here for you, and we definitely want iOS 11 to perform as expected on your iPhone 7 Plus. Send us a DM with the details of the issue you're experiencing and we'll continue from there. https://t.co/GDrqU22YpT",0
1995543,590087,Fri Nov 03 05:45:27 +0000 2017,fix our phones! Get rid of these annoying boxes.,1995542,Fri Nov 03 14:15:47 +0000 2017,@590087 We'd like to look into this with you. Send us a DM including the iOS version installed. We'll go from there. https://t.co/GDrqU22YpT,0
2447508,701590,Wed Nov 15 01:58:40 +0000 2017,"Dear , Please fix this whole autocorrect glitch 🙄🙄 Sincerely, A possible future Samsung user",2447507,Wed Nov 15 02:09:00 +0000 2017,"@701590 We've recently released iOS version 11.1.1. This should fix the issue you're seeing. To install this version, make sure to create a backup and update using the steps here: https://t.co/5G0zCeyTHP

Let us know if we can help with anything else!",0
2866164,796067,Tue Nov 28 00:26:08 +0000 2017,My alarm doesn't work anymore. what's going on. I'm annoyed,2866163,Tue Nov 28 00:35:06 +0000 2017,"@796067 Thank you for reaching out. We're here to help. To get started, what is your current iOS version? Also, when did you notice this start?",0
1522681,473161,Fri Nov 03 16:04:11 +0000 2017,What is this I️,1522680,Fri Nov 03 21:11:00 +0000 2017,"@473161 We'd like to learn more about what you're seeing. Let us know if you're able to reproduce the character, and how, in DM. https://t.co/GDrqU22YpT",0
1170150,395227,Tue Oct 24 20:01:10 +0000 2017,Just tried to update and showing watch is up to date on 4.0,1170151,Tue Oct 24 20:28:01 +0000 2017,@395227 Please DM us which version of iOS you're using on your iPhone in Settings &gt; General &gt; About and we'll look into this with you. https://t.co/GDrqU2kzhr,0
2040620,603372,Tue Nov 07 23:00:40 +0000 2017,I️ want to know the I️ situation!!! Plus my camera has been buggered since the upgrade! I don’t have $1000 to buy a new one!#iPhone,2040619,Tue Nov 07 23:43:00 +0000 2017,@603372 We're here for you! Let's have you DM your iPhone model and country so we can determine your support options. https://t.co/GDrqU22YpT,0
2298075,667102,Sun Nov 12 04:54:50 +0000 2017,"Ever since I updated to iOS 11, I have had to restart my phone at least 3 times a day. My screen freezes &amp; glitches regularly, I receive notifications for things I never turned notifications on for, battery drains 10x faster than it used too etc etc etc honestly wtf",2298074,Sun Nov 12 14:19:27 +0000 2017,@667102 We can help. Send us a DM and we can go from there. https://t.co/GDrqU22YpT,0
1938115,421068,Sat Oct 28 00:35:19 +0000 2017,just had customer service rep hang up on my son #CUSTOMERSERVICEFAIL,1938114,Sat Oct 28 01:58:00 +0000 2017,@421068 That's not the customer experience we like to hear about.  Send us a DM with more details.  We'll take it from there. https://t.co/GDrqU22YpT,0
1004949,357855,Sat Nov 25 17:16:24 +0000 2017,"ios11 makes every app on my phone freeze after a while....shit update, sort it out",1004948,Sat Nov 25 17:27:35 +0000 2017,@357855 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,0
2800562,781291,Wed Nov 22 00:07:02 +0000 2017,"just got this phone two months ago and first the lock button stopped working, and now the home button!! Wtf never even dropped it",2800560,Wed Nov 22 00:19:00 +0000 2017,"@781291 That’s never what we want to hear. Let’s work together to get this fixed. To start, can you tell us which iPhone you have?",0
2281715,663227,Sun Nov 12 02:26:02 +0000 2017,"i have the latest version, 11.1",2281717,Sun Nov 12 03:35:29 +0000 2017,"@663227 We recently released an iOS update, 11.1.1, that includes improvements on the software. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/ui8Itz8ESg Let us know how that goes.",0
2212781,211654,Fri Nov 10 03:04:54 +0000 2017,Just updated to 11.1.1 but power is really being deleted FAST,2212780,Fri Nov 10 03:54:00 +0000 2017,@211654 Understood. Let's get you to DM. It'll provide us with more room to work. https://t.co/GDrqU22YpT,0
371461,203978,Sun Oct 08 21:57:28 +0000 2017,Hey I have a problem with singing to my Apple id!! I forgot the trusted phone number. Is there anything to do?,371460,Sun Oct 08 22:55:38 +0000 2017,@203978 We're here to help. You can reach our Account Security specialist by clicking here: https://t.co/UJm15vmMM2,0
1026252,362824,Sun Oct 22 23:47:38 +0000 2017,"Does support MacBook Pro Touch Bar battery replacement, and if it does, how much does it cost?",1026251,Mon Oct 23 00:15:01 +0000 2017,"@362824 For general service and repair costs, check out our website: https://t.co/2wLFg768pI Do you have a current issue with your Mac?",0
148122,149692,Fri Nov 24 17:42:42 +0000 2017,No. Its not duplicated or anything. Im just wondering if the menu is not gonna stay in the center whenever I touch the assistive touch. It kinda bugs me. Lol,148124,Fri Nov 24 18:04:25 +0000 2017,"@149692 The assistive touch button can be positioned wherever it's most convenient for you, while the menu will appear in the middle so all functions are accessible. When you use functions or tap outside of the menu, it will revert to the button so your view is unobstructed.",0
2119447,624591,Wed Nov 08 06:43:33 +0000 2017,Um can you hurry up and fix your glitch with the letter “I”? I’m sick of this A and super Mario question box,2119446,Wed Nov 08 14:53:00 +0000 2017,@624591 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
